date,crop,location,price
2026-05-16,Wheat,Punjab,23.0
2026-05-16,Wheat,Gujarat,23.57
2026-05-16,Wheat,Uttar Pradesh,22.37
2026-05-16,Wheat,Madhya Pradesh,21.56
2026-05-16,Rice,Maharashtra,70.16
2026-05-16,Rice,Punjab,68.18
2026-05-16,Rice,Gujarat,68.84
2026-05-16,Rice,Uttar Pradesh,65.33
2026-05-16,Rice,Madhya Pradesh,63.66
2026-05-16,Tomato,Maharashtra,16.83
2026-05-16,Tomato,Punjab,16.74
2026-05-16,Tomato,Gujarat,17.3
2026-05-16,Tomato,Uttar Pradesh,15.92
2026-05-16,Tomato,Madhya Pradesh,15.81
2026-05-16,Potato,Maharashtra,16.49
2026-05-16,Potato,Punjab,16.02
2026-05-16,Potato,Gujarat,15.6
2026-05-16,Potato,Uttar Pradesh,14.74
2026-05-16,Potato,Madhya Pradesh,14.33
2026-05-16,Cotton,Maharashtra,66.46
2026-05-16,Cotton,Punjab,64.72
2026-05-16,Cotton,Gujarat,65.25
2026-05-16,Cotton,Uttar Pradesh,61.61
2026-05-16,Cotton,Madhya Pradesh,60.31
2026-05-16,Soybean,Maharashtra,43.67
2026-05-16,Soybean,Punjab,42.69
2026-05-16,Soybean,Gujarat,43.11
2026-05-16,Soybean,Uttar Pradesh,40.72
2026-05-16,Soybean,Madhya Pradesh,39.94
2026-05-17,Wheat,Maharashtra,24.03
2026-05-17,Wheat,Punjab,23.41
2026-05-17,Wheat,Gujarat,23.63
2026-05-17,Wheat,Uttar Pradesh,22.73
2026-05-17,Wheat,Madhya Pradesh,21.81
2026-05-17,Rice,Maharashtra,70.05
2026-05-17,Rice,Punjab,67.96
2026-05-17,Rice,Gujarat,69.0
2026-05-17,Rice,Uttar Pradesh,65.51
2026-05-17,Rice,Madhya Pradesh,63.47
2026-05-17,Tomato,Maharashtra,16.73
2026-05-17,Tomato,Punjab,16.69
2026-05-17,Tomato,Gujarat,16.66
2026-05-17,Tomato,Uttar Pradesh,15.98
2026-05-17,Tomato,Madhya Pradesh,15.1
2026-05-17,Potato,Maharashtra,16.51
2026-05-17,Potato,Punjab,15.29
2026-05-17,Potato,Gujarat,16.24
2026-05-17,Potato,Uttar Pradesh,15.46
2026-05-17,Potato,Madhya Pradesh,14.75
2026-05-17,Cotton,Maharashtra,66.45
2026-05-17,Cotton,Punjab,64.51
2026-05-17,Cotton,Gujarat,65.23
2026-05-17,Cotton,Uttar Pradesh,62.31
2026-05-17,Cotton,Madhya Pradesh,60.51
2026-05-17,Soybean,Maharashtra,43.62
2026-05-17,Soybean,Punjab,42.73
2026-05-17,Soybean,Gujarat,42.99
2026-05-17,Soybean,Uttar Pradesh,40.58
2026-05-17,Soybean,Madhya Pradesh,39.49
2026-05-18,Wheat,Maharashtra,23.63
2026-05-18,Wheat,Punjab,22.86
2026-05-18,Wheat,Gujarat,23.13
2026-05-18,Wheat,Uttar Pradesh,22.78
2026-05-18,Wheat,Madhya Pradesh,21.54
2026-05-18,Rice,Maharashtra,70.67
2026-05-18,Rice,Punjab,68.45
2026-05-18,Rice,Gujarat,68.79
2026-05-18,Rice,Uttar Pradesh,65.51
2026-05-18,Rice,Madhya Pradesh,63.68
2026-05-18,Tomato,Maharashtra,17.08
2026-05-18,Tomato,Punjab,16.67
2026-05-18,Tomato,Gujarat,16.47
2026-05-18,Tomato,Uttar Pradesh,15.87
2026-05-18,Tomato,Madhya Pradesh,15.29
2026-05-18,Potato,Maharashtra,16.1
2026-05-18,Potato,Punjab,15.57
2026-05-18,Potato,Gujarat,15.98
2026-05-18,Potato,Uttar Pradesh,15.4
2026-05-18,Potato,Madhya Pradesh,14.8
2026-05-18,Cotton,Maharashtra,66.09
2026-05-18,Cotton,Punjab,64.22
2026-05-18,Cotton,Gujarat,65.44
2026-05-18,Cotton,Uttar Pradesh,61.88
2026-05-18,Cotton,Madhya Pradesh,60.42
2026-05-18,Soybean,Maharashtra,43.82
2026-05-18,Soybean,Punjab,42.82
2026-05-18,Soybean,Gujarat,43.2
2026-05-18,Soybean,Uttar Pradesh,40.58
2026-05-18,Soybean,Madhya Pradesh,39.58
2026-05-19,Wheat,Maharashtra,23.64
2026-05-19,Wheat,Punjab,23.17
2026-05-19,Wheat,Gujarat,24.01
2026-05-19,Wheat,Uttar Pradesh,22.6
2026-05-19,Wheat,Madhya Pradesh,21.61
2026-05-19,Rice,Maharashtra,70.6
2026-05-19,Rice,Punjab,68.93
2026-05-19,Rice,Gujarat,68.97
2026-05-19,Rice,Uttar Pradesh,65.68
2026-05-19,Rice,Madhya Pradesh,64.08
2026-05-19,Tomato,Maharashtra,17.41
2026-05-19,Tomato,Punjab,16.78
2026-05-19,Tomato,Gujarat,17.1
2026-05-19,Tomato,Uttar Pradesh,16.19
2026-05-19,Tomato,Madhya Pradesh,15.65
2026-05-19,Potato,Maharashtra,16.23
2026-05-19,Potato,Punjab,15.88
2026-05-19,Potato,Gujarat,15.82
2026-05-19,Potato,Uttar Pradesh,14.98
2026-05-19,Potato,Madhya Pradesh,14.52
2026-05-19,Cotton,Maharashtra,66.29
2026-05-19,Cotton,Punjab,64.42
2026-05-19,Cotton,Gujarat,65.79
2026-05-19,Cotton,Uttar Pradesh,62.16
2026-05-19,Cotton,Madhya Pradesh,59.99
2026-05-19,Soybean,Maharashtra,43.29
2026-05-19,Soybean,Punjab,41.98
2026-05-19,Soybean,Gujarat,43.16
2026-05-19,Soybean,Uttar Pradesh,40.34
2026-05-19,Soybean,Madhya Pradesh,39.76
2026-05-20,Wheat,Maharashtra,24.36
2026-05-20,Wheat,Punjab,23.72
2026-05-20,Wheat,Gujarat,23.1
2026-05-20,Wheat,Uttar Pradesh,22.26
2026-05-20,Wheat,Madhya Pradesh,22.0
2026-05-20,Rice,Maharashtra,70.19
2026-05-20,Rice,Punjab,68.42
2026-05-20,Rice,Gujarat,68.88
2026-05-20,Rice,Uttar Pradesh,66.19
2026-05-20,Rice,Madhya Pradesh,64.11
2026-05-20,Tomato,Maharashtra,17.36
2026-05-20,Tomato,Punjab,16.23
2026-05-20,Tomato,Gujarat,16.66
2026-05-20,Tomato,Uttar Pradesh,15.83
2026-05-20,Tomato,Madhya Pradesh,15.6
2026-05-20,Potato,Maharashtra,15.95
2026-05-20,Potato,Punjab,15.69
2026-05-20,Potato,Gujarat,15.69
2026-05-20,Potato,Uttar Pradesh,15.38
2026-05-20,Potato,Madhya Pradesh,14.62
2026-05-20,Cotton,Maharashtra,66.73
2026-05-20,Cotton,Punjab,64.6
2026-05-20,Cotton,Gujarat,65.73
2026-05-20,Cotton,Uttar Pradesh,62.22
2026-05-20,Cotton,Madhya Pradesh,60.68
2026-05-20,Soybean,Maharashtra,43.51
2026-05-20,Soybean,Punjab,42.84
2026-05-20,Soybean,Gujarat,43.29
2026-05-20,Soybean,Uttar Pradesh,40.69
2026-05-20,Soybean,Madhya Pradesh,39.26
2026-05-21,Wheat,Maharashtra,23.93
2026-05-21,Wheat,Punjab,23.39
2026-05-21,Wheat,Gujarat,24.05
2026-05-21,Wheat,Uttar Pradesh,22.76
2026-05-21,Wheat,Madhya Pradesh,22.06
2026-05-21,Rice,Maharashtra,70.25
2026-05-21,Rice,Punjab,68.35
2026-05-21,Rice,Gujarat,69.41
2026-05-21,Rice,Uttar Pradesh,66.28
2026-05-21,Rice,Madhya Pradesh,63.94
2026-05-21,Tomato,Maharashtra,16.61
2026-05-21,Tomato,Punjab,16.87
2026-05-21,Tomato,Gujarat,17.04
2026-05-21,Tomato,Uttar Pradesh,15.66
2026-05-21,Tomato,Madhya Pradesh,15.65
2026-05-21,Potato,Maharashtra,16.0
2026-05-21,Potato,Punjab,16.16
2026-05-21,Potato,Gujarat,15.56
2026-05-21,Potato,Uttar Pradesh,15.08
2026-05-21,Potato,Madhya Pradesh,15.12
2026-05-21,Cotton,Maharashtra,66.5
2026-05-21,Cotton,Punjab,64.82
2026-05-21,Cotton,Gujarat,65.36
2026-05-21,Cotton,Uttar Pradesh,61.85
2026-05-21,Cotton,Madhya Pradesh,59.97
2026-05-21,Soybean,Maharashtra,43.63
2026-05-21,Soybean,Punjab,42.12
2026-05-21,Soybean,Gujarat,43.29
2026-05-21,Soybean,Uttar Pradesh,40.59
2026-05-21,Soybean,Madhya Pradesh,39.0
2026-05-22,Wheat,Maharashtra,24.5
2026-05-22,Wheat,Punjab,23.72
2026-05-22,Wheat,Gujarat,23.76
2026-05-22,Wheat,Uttar Pradesh,22.75
2026-05-22,Wheat,Madhya Pradesh,21.41
2026-05-22,Rice,Maharashtra,70.45
2026-05-22,Rice,Punjab,68.98
2026-05-22,Rice,Gujarat,69.52
2026-05-22,Rice,Uttar Pradesh,65.59
2026-05-22,Rice,Madhya Pradesh,64.14
2026-05-22,Tomato,Maharashtra,16.92
2026-05-22,Tomato,Punjab,15.99
2026-05-22,Tomato,Gujarat,16.22
2026-05-22,Tomato,Uttar Pradesh,15.59
2026-05-22,Tomato,Madhya Pradesh,15.69
2026-05-22,Potato,Maharashtra,16.28
2026-05-22,Potato,Punjab,16.0
2026-05-22,Potato,Gujarat,15.95
2026-05-22,Potato,Uttar Pradesh,14.76
2026-05-22,Potato,Madhya Pradesh,14.48
2026-05-22,Cotton,Maharashtra,66.67
2026-05-22,Cotton,Punjab,64.5
2026-05-22,Cotton,Gujarat,65.51
2026-05-22,Cotton,Uttar Pradesh,62.7
2026-05-22,Cotton,Madhya Pradesh,60.45
2026-05-22,Soybean,Maharashtra,43.23
2026-05-22,Soybean,Punjab,42.78
2026-05-22,Soybean,Gujarat,42.88
2026-05-22,Soybean,Uttar Pradesh,40.23
2026-05-22,Soybean,Madhya Pradesh,39.48
2026-05-23,Wheat,Maharashtra,23.83
2026-05-23,Wheat,Punjab,23.04
2026-05-23,Wheat,Gujarat,23.56
2026-05-23,Wheat,Uttar Pradesh,22.6
2026-05-23,Wheat,Madhya Pradesh,21.53
2026-05-23,Rice,Maharashtra,70.63
2026-05-23,Rice,Punjab,68.86
2026-05-23,Rice,Gujarat,68.96
2026-05-23,Rice,Uttar Pradesh,66.48
2026-05-23,Rice,Madhya Pradesh,63.55
2026-05-23,Tomato,Maharashtra,16.95
2026-05-23,Tomato,Punjab,16.45
2026-05-23,Tomato,Gujarat,17.09
2026-05-23,Tomato,Uttar Pradesh,15.85
2026-05-23,Tomato,Madhya Pradesh,15.2
2026-05-23,Potato,Maharashtra,16.21
2026-05-23,Potato,Punjab,15.92
2026-05-23,Potato,Gujarat,16.42
2026-05-23,Potato,Uttar Pradesh,14.91
2026-05-23,Potato,Madhya Pradesh,14.21
2026-05-23,Cotton,Maharashtra,67.24
2026-05-23,Cotton,Punjab,64.88
2026-05-23,Cotton,Gujarat,65.91
2026-05-23,Cotton,Uttar Pradesh,62.61
2026-05-23,Cotton,Madhya Pradesh,60.84
2026-05-23,Soybean,Maharashtra,43.84
2026-05-23,Soybean,Punjab,42.19
2026-05-23,Soybean,Gujarat,42.32
2026-05-23,Soybean,Uttar Pradesh,40.75
2026-05-23,Soybean,Madhya Pradesh,39.77
2026-05-24,Wheat,Maharashtra,23.78
2026-05-24,Wheat,Punjab,23.7
2026-05-24,Wheat,Gujarat,23.61
2026-05-24,Wheat,Uttar Pradesh,22.7
2026-05-24,Wheat,Madhya Pradesh,21.94
2026-05-24,Rice,Maharashtra,71.08
2026-05-24,Rice,Punjab,68.31
2026-05-24,Rice,Gujarat,69.7
2026-05-24,Rice,Uttar Pradesh,66.01
2026-05-24,Rice,Madhya Pradesh,63.82
2026-05-24,Tomato,Maharashtra,16.43
2026-05-24,Tomato,Punjab,16.1
2026-05-24,Tomato,Gujarat,16.1
2026-05-24,Tomato,Uttar Pradesh,16.19
2026-05-24,Tomato,Madhya Pradesh,15.29
2026-05-24,Potato,Maharashtra,16.74
2026-05-24,Potato,Punjab,15.83
2026-05-24,Potato,Gujarat,15.7
2026-05-24,Potato,Uttar Pradesh,15.42
2026-05-24,Potato,Madhya Pradesh,14.4
2026-05-24,Cotton,Maharashtra,66.89
2026-05-24,Cotton,Punjab,65.4
2026-05-24,Cotton,Gujarat,66.12
2026-05-24,Cotton,Uttar Pradesh,62.4
2026-05-24,Cotton,Madhya Pradesh,60.27
2026-05-24,Soybean,Maharashtra,43.46
2026-05-24,Soybean,Punjab,42.74
2026-05-24,Soybean,Gujarat,43.01
2026-05-24,Soybean,Uttar Pradesh,41.08
2026-05-24,Soybean,Madhya Pradesh,39.33
2026-05-25,Wheat,Maharashtra,24.6
2026-05-25,Wheat,Punjab,23.44
2026-05-25,Wheat,Gujarat,23.67
2026-05-25,Wheat,Uttar Pradesh,22.94
2026-05-25,Wheat,Madhya Pradesh,21.85
2026-05-25,Rice,Maharashtra,71.12
2026-05-25,Rice,Punjab,69.03
2026-05-25,Rice,Gujarat,69.05
2026-05-25,Rice,Uttar Pradesh,66.2
2026-05-25,Rice,Madhya Pradesh,64.4
2026-05-25,Tomato,Maharashtra,16.89
2026-05-25,Tomato,Punjab,16.18
2026-05-25,Tomato,Gujarat,16.1
2026-05-25,Tomato,Uttar Pradesh,15.88
2026-05-25,Tomato,Madhya Pradesh,15.04
2026-05-25,Potato,Maharashtra,16.37
2026-05-25,Potato,Punjab,15.73
2026-05-25,Potato,Gujarat,16.14
2026-05-25,Potato,Uttar Pradesh,15.03
2026-05-25,Potato,Madhya Pradesh,14.26
2026-05-25,Cotton,Maharashtra,67.49
2026-05-25,Cotton,Punjab,65.05
2026-05-25,Cotton,Gujarat,66.34
2026-05-25,Cotton,Uttar Pradesh,62.42
2026-05-25,Cotton,Madhya Pradesh,61.2
2026-05-25,Soybean,Maharashtra,44.03
2026-05-25,Soybean,Punjab,41.92
2026-05-25,Soybean,Gujarat,42.89
2026-05-25,Soybean,Uttar Pradesh,40.54
2026-05-25,Soybean,Madhya Pradesh,39.74
2026-05-26,Wheat,Maharashtra,24.33
2026-05-26,Wheat,Punjab,23.91
2026-05-26,Wheat,Gujarat,23.33
2026-05-26,Wheat,Uttar Pradesh,22.65
2026-05-26,Wheat,Madhya Pradesh,22.13
2026-05-26,Rice,Maharashtra,70.41
2026-05-26,Rice,Punjab,68.42
2026-05-26,Rice,Gujarat,69.8
2026-05-26,Rice,Uttar Pradesh,66.02
2026-05-26,Rice,Madhya Pradesh,64.01
2026-05-26,Tomato,Maharashtra,16.87
2026-05-26,Tomato,Punjab,16.43
2026-05-26,Tomato,Gujarat,16.66
2026-05-26,Tomato,Uttar Pradesh,16.13
2026-05-26,Tomato,Madhya Pradesh,15.07
2026-05-26,Potato,Maharashtra,16.54
2026-05-26,Potato,Punjab,15.88
2026-05-26,Potato,Gujarat,15.99
2026-05-26,Potato,Uttar Pradesh,15.09
2026-05-26,Potato,Madhya Pradesh,14.87
2026-05-26,Cotton,Maharashtra,66.95
2026-05-26,Cotton,Punjab,64.89
2026-05-26,Cotton,Gujarat,66.16
2026-05-26,Cotton,Uttar Pradesh,62.72
2026-05-26,Cotton,Madhya Pradesh,60.69
2026-05-26,Soybean,Maharashtra,43.64
2026-05-26,Soybean,Punjab,42.09
2026-05-26,Soybean,Gujarat,42.51
2026-05-26,Soybean,Uttar Pradesh,40.62
2026-05-26,Soybean,Madhya Pradesh,39.92
2026-05-27,Wheat,Maharashtra,23.96
2026-05-27,Wheat,Punjab,23.9
2026-05-27,Wheat,Gujarat,23.7
2026-05-27,Wheat,Uttar Pradesh,22.18
2026-05-27,Wheat,Madhya Pradesh,22.22
2026-05-27,Rice,Maharashtra,70.88
2026-05-27,Rice,Punjab,69.3
2026-05-27,Rice,Gujarat,69.52
2026-05-27,Rice,Uttar Pradesh,65.79
2026-05-27,Rice,Madhya Pradesh,64.35
2026-05-27,Tomato,Maharashtra,17.1
2026-05-27,Tomato,Punjab,16.1
2026-05-27,Tomato,Gujarat,16.29
2026-05-27,Tomato,Uttar Pradesh,15.21
2026-05-27,Tomato,Madhya Pradesh,15.2
2026-05-27,Potato,Maharashtra,16.68
2026-05-27,Potato,Punjab,16.17
2026-05-27,Potato,Gujarat,16.19
2026-05-27,Potato,Uttar Pradesh,15.63
2026-05-27,Potato,Madhya Pradesh,14.87
2026-05-27,Cotton,Maharashtra,67.58
2026-05-27,Cotton,Punjab,65.37
2026-05-27,Cotton,Gujarat,65.62
2026-05-27,Cotton,Uttar Pradesh,62.5
2026-05-27,Cotton,Madhya Pradesh,60.51
2026-05-27,Soybean,Maharashtra,43.85
2026-05-27,Soybean,Punjab,41.85
2026-05-27,Soybean,Gujarat,42.79
2026-05-27,Soybean,Uttar Pradesh,40.53
2026-05-27,Soybean,Madhya Pradesh,39.72
2026-05-28,Wheat,Maharashtra,24.24
2026-05-28,Wheat,Punjab,23.61
2026-05-28,Wheat,Gujarat,23.32
2026-05-28,Wheat,Uttar Pradesh,22.39
2026-05-28,Wheat,Madhya Pradesh,22.39
2026-05-28,Rice,Maharashtra,71.2
2026-05-28,Rice,Punjab,68.98
2026-05-28,Rice,Gujarat,69.9
2026-05-28,Rice,Uttar Pradesh,66.57
2026-05-28,Rice,Madhya Pradesh,63.79
2026-05-28,Tomato,Maharashtra,17.19
2026-05-28,Tomato,Punjab,16.38
2026-05-28,Tomato,Gujarat,16.35
2026-05-28,Tomato,Uttar Pradesh,15.78
2026-05-28,Tomato,Madhya Pradesh,14.97
2026-05-28,Potato,Maharashtra,16.67
2026-05-28,Potato,Punjab,16.11
2026-05-28,Potato,Gujarat,16.13
2026-05-28,Potato,Uttar Pradesh,14.89
2026-05-28,Potato,Madhya Pradesh,15.21
2026-05-28,Cotton,Maharashtra,67.3
2026-05-28,Cotton,Punjab,65.85
2026-05-28,Cotton,Gujarat,65.64
2026-05-28,Cotton,Uttar Pradesh,62.5
2026-05-28,Cotton,Madhya Pradesh,60.61
2026-05-28,Soybean,Maharashtra,43.22
2026-05-28,Soybean,Punjab,42.13
2026-05-28,Soybean,Gujarat,42.93
2026-05-28,Soybean,Uttar Pradesh,40.5
2026-05-28,Soybean,Madhya Pradesh,39.85
2026-05-29,Wheat,Maharashtra,24.61
2026-05-29,Wheat,Punjab,23.87
2026-05-29,Wheat,Gujarat,23.5
2026-05-29,Wheat,Uttar Pradesh,22.73
2026-05-29,Wheat,Madhya Pradesh,21.96
2026-05-29,Rice,Maharashtra,70.66
2026-05-29,Rice,Punjab,68.81
2026-05-29,Rice,Gujarat,69.71
2026-05-29,Rice,Uttar Pradesh,66.3
2026-05-29,Rice,Madhya Pradesh,63.94
2026-05-29,Tomato,Maharashtra,17.12
2026-05-29,Tomato,Punjab,15.85
2026-05-29,Tomato,Gujarat,16.52
2026-05-29,Tomato,Uttar Pradesh,15.78
2026-05-29,Tomato,Madhya Pradesh,15.19
2026-05-29,Potato,Maharashtra,16.65
2026-05-29,Potato,Punjab,15.9
2026-05-29,Potato,Gujarat,16.32
2026-05-29,Potato,Uttar Pradesh,14.75
2026-05-29,Potato,Madhya Pradesh,14.3
2026-05-29,Cotton,Maharashtra,67.59
2026-05-29,Cotton,Punjab,65.6
2026-05-29,Cotton,Gujarat,66.32
2026-05-29,Cotton,Uttar Pradesh,63.22
2026-05-29,Cotton,Madhya Pradesh,60.94
2026-05-29,Soybean,Maharashtra,43.68
2026-05-29,Soybean,Punjab,42.3
2026-05-29,Soybean,Gujarat,42.84
2026-05-29,Soybean,Uttar Pradesh,40.43
2026-05-29,Soybean,Madhya Pradesh,39.85
2026-05-30,Wheat,Maharashtra,24.22
2026-05-30,Wheat,Punjab,23.85
2026-05-30,Wheat,Gujarat,23.96
2026-05-30,Wheat,Uttar Pradesh,22.42
2026-05-30,Wheat,Madhya Pradesh,21.5
2026-05-30,Rice,Maharashtra,70.64
2026-05-30,Rice,Punjab,68.99
2026-05-30,Rice,Gujarat,69.72
2026-05-30,Rice,Uttar Pradesh,66.05
2026-05-30,Rice,Madhya Pradesh,64.42
2026-05-30,Tomato,Maharashtra,16.44
2026-05-30,Tomato,Punjab,16.38
2026-05-30,Tomato,Gujarat,16.55
2026-05-30,Tomato,Uttar Pradesh,15.88
2026-05-30,Tomato,Madhya Pradesh,15.52
2026-05-30,Potato,Maharashtra,15.95
2026-05-30,Potato,Punjab,15.72
2026-05-30,Potato,Gujarat,16.07
2026-05-30,Potato,Uttar Pradesh,15.05
2026-05-30,Potato,Madhya Pradesh,14.73
2026-05-30,Cotton,Maharashtra,67.3
2026-05-30,Cotton,Punjab,65.35
2026-05-30,Cotton,Gujarat,65.85
2026-05-30,Cotton,Uttar Pradesh,62.82
2026-05-30,Cotton,Madhya Pradesh,60.99
2026-05-30,Soybean,Maharashtra,43.65
2026-05-30,Soybean,Punjab,42.04
2026-05-30,Soybean,Gujarat,43.07
2026-05-30,Soybean,Uttar Pradesh,40.29
2026-05-30,Soybean,Madhya Pradesh,39.21
2026-05-31,Wheat,Maharashtra,24.33
2026-05-31,Wheat,Punjab,23.37
2026-05-31,Wheat,Gujarat,24.06
2026-05-31,Wheat,Uttar Pradesh,22.64
2026-05-31,Wheat,Madhya Pradesh,21.96
2026-05-31,Rice,Maharashtra,71.14
2026-05-31,Rice,Punjab,68.91
2026-05-31,Rice,Gujarat,69.31
2026-05-31,Rice,Uttar Pradesh,66.84
2026-05-31,Rice,Madhya Pradesh,64.37
2026-05-31,Tomato,Maharashtra,17.06
2026-05-31,Tomato,Punjab,15.83
2026-05-31,Tomato,Gujarat,16.13
2026-05-31,Tomato,Uttar Pradesh,15.03
2026-05-31,Tomato,Madhya Pradesh,15.0
2026-05-31,Potato,Maharashtra,16.71
2026-05-31,Potato,Punjab,16.02
2026-05-31,Potato,Gujarat,15.99
2026-05-31,Potato,Uttar Pradesh,15.28
2026-05-31,Potato,Madhya Pradesh,15.12
2026-05-31,Cotton,Maharashtra,67.55
2026-05-31,Cotton,Punjab,66.07
2026-05-31,Cotton,Gujarat,66.56
2026-05-31,Cotton,Uttar Pradesh,63.38
2026-05-31,Cotton,Madhya Pradesh,61.05
2026-05-31,Soybean,Maharashtra,43.42
2026-05-31,Soybean,Punjab,42.35
2026-05-31,Soybean,Gujarat,42.39
2026-05-31,Soybean,Uttar Pradesh,40.67
2026-05-31,Soybean,Madhya Pradesh,38.95
2026-06-01,Wheat,Maharashtra,24.28
2026-06-01,Wheat,Punjab,23.85
2026-06-01,Wheat,Gujarat,23.59
2026-06-01,Wheat,Uttar Pradesh,23.15
2026-06-01,Wheat,Madhya Pradesh,22.14
2026-06-01,Rice,Maharashtra,70.81
2026-06-01,Rice,Punjab,69.63
2026-06-01,Rice,Gujarat,69.73
2026-06-01,Rice,Uttar Pradesh,66.74
2026-06-01,Rice,Madhya Pradesh,64.25
2026-06-01,Tomato,Maharashtra,16.99
2026-06-01,Tomato,Punjab,16.33
2026-06-01,Tomato,Gujarat,15.93
2026-06-01,Tomato,Uttar Pradesh,15.45
2026-06-01,Tomato,Madhya Pradesh,14.97
2026-06-01,Potato,Maharashtra,15.88
2026-06-01,Potato,Punjab,15.51
2026-06-01,Potato,Gujarat,15.86
2026-06-01,Potato,Uttar Pradesh,15.22
2026-06-01,Potato,Madhya Pradesh,14.74
2026-06-01,Cotton,Maharashtra,67.81
2026-06-01,Cotton,Punjab,65.79
2026-06-01,Cotton,Gujarat,66.24
2026-06-01,Cotton,Uttar Pradesh,63.3
2026-06-01,Cotton,Madhya Pradesh,60.92
2026-06-01,Soybean,Maharashtra,44.0
2026-06-01,Soybean,Punjab,42.51
2026-06-01,Soybean,Gujarat,42.48
2026-06-01,Soybean,Uttar Pradesh,40.45
2026-06-01,Soybean,Madhya Pradesh,39.7
2026-06-02,Wheat,Maharashtra,24.33
2026-06-02,Wheat,Punjab,23.81
2026-06-02,Wheat,Gujarat,23.63
2026-06-02,Wheat,Uttar Pradesh,22.99
2026-06-02,Wheat,Madhya Pradesh,21.85
2026-06-02,Rice,Maharashtra,71.42
2026-06-02,Rice,Punjab,69.69
2026-06-02,Rice,Gujarat,69.97
2026-06-02,Rice,Uttar Pradesh,66.79
2026-06-02,Rice,Madhya Pradesh,64.68
2026-06-02,Tomato,Maharashtra,16.69
2026-06-02,Tomato,Punjab,15.56
2026-06-02,Tomato,Gujarat,16.17
2026-06-02,Tomato,Uttar Pradesh,15.87
2026-06-02,Tomato,Madhya Pradesh,15.22
2026-06-02,Potato,Maharashtra,16.62
2026-06-02,Potato,Punjab,15.96
2026-06-02,Potato,Gujarat,16.26
2026-06-02,Potato,Uttar Pradesh,15.34
2026-06-02,Potato,Madhya Pradesh,14.46
2026-06-02,Cotton,Maharashtra,67.92
2026-06-02,Cotton,Punjab,65.97
2026-06-02,Cotton,Gujarat,66.84
2026-06-02,Cotton,Uttar Pradesh,62.92
2026-06-02,Cotton,Madhya Pradesh,61.51
2026-06-02,Soybean,Maharashtra,43.03
2026-06-02,Soybean,Punjab,42.71
2026-06-02,Soybean,Gujarat,42.28
2026-06-02,Soybean,Uttar Pradesh,40.12
2026-06-02,Soybean,Madhya Pradesh,39.17
2026-06-03,Wheat,Maharashtra,23.97
2026-06-03,Wheat,Punjab,23.81
2026-06-03,Wheat,Gujarat,23.77
2026-06-03,Wheat,Uttar Pradesh,22.97
2026-06-03,Wheat,Madhya Pradesh,22.42
2026-06-03,Rice,Maharashtra,71.67
2026-06-03,Rice,Punjab,69.49
2026-06-03,Rice,Gujarat,69.5
2026-06-03,Rice,Uttar Pradesh,66.18
2026-06-03,Rice,Madhya Pradesh,64.21
2026-06-03,Tomato,Maharashtra,16.29
2026-06-03,Tomato,Punjab,16.16
2026-06-03,Tomato,Gujarat,16.18
2026-06-03,Tomato,Uttar Pradesh,15.18
2026-06-03,Tomato,Madhya Pradesh,14.57
2026-06-03,Potato,Maharashtra,16.77
2026-06-03,Potato,Punjab,15.73
2026-06-03,Potato,Gujarat,15.9
2026-06-03,Potato,Uttar Pradesh,15.54
2026-06-03,Potato,Madhya Pradesh,15.02
2026-06-03,Cotton,Maharashtra,68.02
2026-06-03,Cotton,Punjab,66.13
2026-06-03,Cotton,Gujarat,66.69
2026-06-03,Cotton,Uttar Pradesh,63.04
2026-06-03,Cotton,Madhya Pradesh,61.15
2026-06-03,Soybean,Maharashtra,43.55
2026-06-03,Soybean,Punjab,41.97
2026-06-03,Soybean,Gujarat,43.14
2026-06-03,Soybean,Uttar Pradesh,40.39
2026-06-03,Soybean,Madhya Pradesh,39.14
2026-06-04,Wheat,Maharashtra,24.05
2026-06-04,Wheat,Punjab,23.85
2026-06-04,Wheat,Gujarat,23.69
2026-06-04,Wheat,Uttar Pradesh,22.57
2026-06-04,Wheat,Madhya Pradesh,22.45
2026-06-04,Rice,Maharashtra,71.64
2026-06-04,Rice,Punjab,69.08
2026-06-04,Rice,Gujarat,69.61
2026-06-04,Rice,Uttar Pradesh,66.77
2026-06-04,Rice,Madhya Pradesh,64.43
2026-06-04,Tomato,Maharashtra,16.9
2026-06-04,Tomato,Punjab,16.27
2026-06-04,Tomato,Gujarat,16.56
2026-06-04,Tomato,Uttar Pradesh,15.63
2026-06-04,Tomato,Madhya Pradesh,14.65
2026-06-04,Potato,Maharashtra,16.16
2026-06-04,Potato,Punjab,16.12
2026-06-04,Potato,Gujarat,15.9
2026-06-04,Potato,Uttar Pradesh,15.22
2026-06-04,Potato,Madhya Pradesh,14.57
2026-06-04,Cotton,Maharashtra,67.94
2026-06-04,Cotton,Punjab,65.72
2026-06-04,Cotton,Gujarat,66.7
2026-06-04,Cotton,Uttar Pradesh,63.86
2026-06-04,Cotton,Madhya Pradesh,61.68
2026-06-04,Soybean,Maharashtra,43.12
2026-06-04,Soybean,Punjab,42.35
2026-06-04,Soybean,Gujarat,42.74
2026-06-04,Soybean,Uttar Pradesh,40.32
2026-06-04,Soybean,Madhya Pradesh,39.51
